epoch,loss,val_loss
0,0.8591290712356567,0.7607160210609436
1,0.7239571809768677,0.695845365524292
2,0.6741852760314941,0.6615700721740723
3,0.6366022229194641,0.6265484690666199
4,0.620154082775116,0.6232957243919373
5,0.5910237431526184,0.6049804091453552
6,0.5751267671585083,0.5885448455810547
7,0.5696519017219543,0.5819889903068542
8,0.543688952922821,0.5737085938453674
9,0.5297393798828125,0.5649058222770691
10,0.5100352764129639,0.5435640215873718
11,0.5012277364730835,0.5437842607498169
12,0.4776906967163086,0.5378040671348572
13,0.4736042022705078,0.5248917937278748
14,0.4573741853237152,0.5198953747749329
15,0.4495849013328552,0.5063563585281372
16,0.43741533160209656,0.5295902490615845
17,0.4408314526081085,0.4771847724914551
18,0.41717568039894104,0.47714993357658386
19,0.40892285108566284,0.47447797656059265
20,0.3933112919330597,0.45335158705711365
21,0.39448118209838867,0.4635705053806305
22,0.37970227003097534,0.452736496925354
23,0.3927174508571625,0.44898924231529236
24,0.37667062878608704,0.4565233886241913
25,0.36487269401550293,0.43773284554481506
26,0.35408347845077515,0.4498327970504761
27,0.3466888964176178,0.43831169605255127
28,0.3449317514896393,0.4339086413383484
29,0.35585349798202515,0.4359454810619354
30,0.3398897051811218,0.42342573404312134
31,0.33802133798599243,0.42512738704681396
32,0.33163806796073914,0.43536287546157837
33,0.32817336916923523,0.4207399785518646
34,0.32561156153678894,0.434145450592041
35,0.3220585882663727,0.40566369891166687
36,0.3125011622905731,0.4191700220108032
37,0.2985931634902954,0.4077863097190857
38,0.3048640191555023,0.4081471562385559
39,0.29763612151145935,0.3907427191734314
40,0.30278000235557556,0.3863700330257416
41,0.29567959904670715,0.3863581418991089
42,0.29197144508361816,0.3795655071735382
43,0.2828979194164276,0.39326485991477966
44,0.27460551261901855,0.41243863105773926
45,0.2899332344532013,0.39860907196998596
46,0.2678213119506836,0.38897138833999634
47,0.2761307954788208,0.3931218683719635
48,0.2693491280078888,0.3854216933250427
49,0.27176961302757263,0.4016564190387726
50,0.26183196902275085,0.3819904327392578
51,0.2726382613182068,0.38375958800315857
52,0.26520124077796936,0.4029862880706787
53,0.26591840386390686,0.3826964795589447
54,0.261045902967453,0.39571791887283325
55,0.25602856278419495,0.3934774696826935
56,0.2557114362716675,0.3855498731136322
57,0.24851647019386292,0.3927769362926483
58,0.2557583451271057,0.3866346478462219
59,0.2567547857761383,0.40131255984306335
60,0.2481495589017868,0.3733288645744324
61,0.24099849164485931,0.3694731295108795
62,0.24514217674732208,0.37930282950401306
63,0.24691252410411835,0.3591056168079376
64,0.252116322517395,0.3695811629295349
65,0.23587585985660553,0.3686021566390991
66,0.24133522808551788,0.3731870949268341
67,0.23782606422901154,0.370146781206131
68,0.23095569014549255,0.3768974542617798
69,0.24019983410835266,0.3727443814277649
70,0.23387448489665985,0.3753758370876312
71,0.23429618775844574,0.374980092048645
72,0.23456507921218872,0.36955320835113525
73,0.22575128078460693,0.3756013810634613
74,0.2284659445285797,0.3802660405635834
75,0.21595661342144012,0.3709963262081146
76,0.22685497999191284,0.37124335765838623
77,0.22439958155155182,0.38519251346588135
78,0.22060935199260712,0.38996320962905884
79,0.21948875486850739,0.3757566213607788
80,0.21889431774616241,0.3753338158130646
81,0.21412701904773712,0.37277302145957947
82,0.20735383033752441,0.3747360110282898
83,0.22365161776542664,0.37569624185562134
84,0.21709534525871277,0.3763299584388733
85,0.2140294760465622,0.35822102427482605
86,0.2174970507621765,0.37298718094825745
87,0.21155253052711487,0.3734787702560425
88,0.21249353885650635,0.3664133846759796
89,0.21040283143520355,0.3618139922618866
90,0.21721582114696503,0.36710911989212036
91,0.20227956771850586,0.35105717182159424
92,0.20917047560214996,0.3682241439819336
93,0.20586435496807098,0.3528805673122406
94,0.206110879778862,0.35338106751441956
95,0.20595033466815948,0.3538241982460022
96,0.21179229021072388,0.38062024116516113
97,0.2102733850479126,0.3730149567127228
98,0.20574408769607544,0.36282360553741455
99,0.21084967255592346,0.35690832138061523
